GeneID	cat	group	phylalist	orderlist	genuslist	specieslist
KFKNDGEA_02901	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp., thetaiotaomicron
KFKNDGEA_02902	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02903	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02904	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	cellulosilyticus, sp., thetaiotaomicron
KFKNDGEA_02905	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Phocaeicola	acidifaciens, cellulosilyticus, faecis, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens, massiliensis
KFKNDGEA_02906	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	cellulosilyticus, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02907	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02908	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, xylanisolvens
KFKNDGEA_02909	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, cellulosilyticus, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02910	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, ovatus, sp., thetaiotaomicron
KFKNDGEA_02911	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, sp., thetaiotaomicron
KFKNDGEA_02912	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Phocaeicola	acidifaciens, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens, massiliensis
KFKNDGEA_02913	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp., xylanisolvens
KFKNDGEA_02914	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02915	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02916	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02917	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, cellulosilyticus, faecis, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02918	multiphyla	Bacteria	Bacteroidetes, Firmicutes, Bacteriophage	Bacteroidales, Lachnospirales	Bacteroides, Blautia	ovatus, sp., thetaiotaomicron, wexlerae
KFKNDGEA_02919	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02920	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02921	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02922	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02923	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp., xylanisolvens
KFKNDGEA_02924	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp., xylanisolvens
KFKNDGEA_02925	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp.
KFKNDGEA_02926	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02927	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, ovatus, sp., xylanisolvens
KFKNDGEA_02928	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, sp., thetaiotaomicron
KFKNDGEA_02929	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Phocaeicola	faecis, ovatus, sp., thetaiotaomicron, xylanisolvens, massiliensis
KFKNDGEA_02930	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02931	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Phocaeicola, Prevotella	acidifaciens, cellulosilyticus, faecis, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens, massiliensis
KFKNDGEA_02932	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	acidifaciens, cellulosilyticus, faecis, fragilis, ovatus, sp., thetaiotaomicron
KFKNDGEA_02933	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, cellulosilyticus, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02934	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Phocaeicola	acidifaciens, cellulosilyticus, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens, massiliensis
KFKNDGEA_02935	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02936	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Phocaeicola	fragilis, ovatus, sp., thetaiotaomicron, massiliensis
KFKNDGEA_02937	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, cellulosilyticus, faecis, fragilis, sp., thetaiotaomicron
KFKNDGEA_02938	multiphyla	Bacteria	Bacteroidetes, Proteobacteria, Bacteriophage	Bacteroidales, Enterobacterales	Bacteroides, Escherichia, Prevotella	acidifaciens, fragilis, sp., thetaiotaomicron, xylanisolvens, coli
KFKNDGEA_02939	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Phocaeicola, Prevotella	acidifaciens, faecis, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens, massiliensis
KFKNDGEA_02940	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	sp., thetaiotaomicron
KFKNDGEA_02941	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella, Tannerella	acidifaciens, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02942	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	acidifaciens, faecis, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02943	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	acidifaciens, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02944	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	acidifaciens, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02945	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02946	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	acidifaciens, fragilis, sp., thetaiotaomicron
KFKNDGEA_02947	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	acidifaciens, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02948	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	cellulosilyticus, faecis, fragilis, sp.
KFKNDGEA_02949	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	acidifaciens, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02950	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	acidifaciens, cellulosilyticus, faecis, fragilis, ovatus, sp., thetaiotaomicron
KFKNDGEA_02951	singlespecies	Bacteroides_faecis	Bacteroidetes	Bacteroidales	Bacteroides	faecis, sp.
KFKNDGEA_02952	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, cellulosilyticus, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02953	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02954	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02955	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02956	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02957	multiphyla	Bacteria	Bacteroidetes, Proteobacteria, Bacteriophage	Bacteroidales, Enterobacterales	Bacteroides, Klebsiella	cellulosilyticus, faecis, fragilis, ovatus, sp., thetaiotaomicron, oxytoca
KFKNDGEA_02958	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Phocaeicola	faecis, fragilis, ovatus, sp., thetaiotaomicron, massiliensis
KFKNDGEA_02959	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	fragilis, ovatus, sp., thetaiotaomicron
KFKNDGEA_02960	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, fragilis, ovatus, sp., thetaiotaomicron
KFKNDGEA_02961	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, faecis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02962	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02963	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, ovatus, sp.
KFKNDGEA_02964	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02965	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp., thetaiotaomicron
KFKNDGEA_02966	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	cellulosilyticus, faecis, fragilis, ovatus, sp., stercoris, xylanisolvens
KFKNDGEA_02967	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	fragilis, ovatus, sp.
KFKNDGEA_02968	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, fragilis, ovatus, xylanisolvens
KFKNDGEA_02969	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, cellulosilyticus, faecis, sp.
KFKNDGEA_02970	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, fragilis, ovatus, sp., xylanisolvens
KFKNDGEA_02971	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	cellulosilyticus, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02972	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02973	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	fragilis, ovatus, thetaiotaomicron
KFKNDGEA_02974	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus
KFKNDGEA_02975	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02976	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp., thetaiotaomicron
KFKNDGEA_02977	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, sp., thetaiotaomicron
KFKNDGEA_02978	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp.
KFKNDGEA_02979	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, sp., thetaiotaomicron
KFKNDGEA_02980	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	fragilis, ovatus, sp.
KFKNDGEA_02981	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	fragilis, ovatus, sp.
KFKNDGEA_02982	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	acidifaciens, cellulosilyticus, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02983	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	acidifaciens, cellulosilyticus, faecis, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02984	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	fragilis, ovatus, thetaiotaomicron, sp.
KFKNDGEA_02985	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, thetaiotaomicron
KFKNDGEA_02986	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	cellulosilyticus, faecis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02987	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Alistipes, Bacteroides	sp., cellulosilyticus, faecis, fragilis, ovatus, thetaiotaomicron, xylanisolvens
KFKNDGEA_02988	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, ovatus, sp., thetaiotaomicron
KFKNDGEA_02989	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	ovatus, sp., thetaiotaomicron
KFKNDGEA_02991	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	fragilis, ovatus, sp., thetaiotaomicron
KFKNDGEA_02992	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp.
KFKNDGEA_02993	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	cellulosilyticus, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_02994	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Tannerella	fragilis, ovatus, sp., thetaiotaomicron
KFKNDGEA_02995	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Alistipes, Bacteroides, Tannerella	sp., acidifaciens, ovatus, stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02996	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, ovatus, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_02997	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, xylanisolvens
KFKNDGEA_02998	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	fragilis, ovatus, sp.
KFKNDGEA_02999	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, faecis, ovatus, sp., xylanisolvens
KFKNDGEA_03000	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	cellulosilyticus, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_03001	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_03003	multiphyla	Bacteria	Bacteroidetes, Proteobacteria, Bacteriophage	Bacteroidales, Enterobacterales	Bacteroides, Escherichia, Prevotella	fragilis, ovatus, sp., thetaiotaomicron, coli
KFKNDGEA_03004	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, thetaiotaomicron, xylanisolvens
KFKNDGEA_03005	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	sp., thetaiotaomicron
KFKNDGEA_03006	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, faecis, ovatus, sp., xylanisolvens
KFKNDGEA_03007	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	faecis, fragilis, sp., stercoris, thetaiotaomicron, xylanisolvens
KFKNDGEA_03008	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	fragilis, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_03009	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	sp., xylanisolvens
KFKNDGEA_03010	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Alistipes, Bacteroides	sp., acidifaciens, ovatus, xylanisolvens
KFKNDGEA_03011	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Prevotella	faecis, fragilis, ovatus, sp.
KFKNDGEA_03014	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, sp., stercoris, xylanisolvens
KFKNDGEA_03015	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis
KFKNDGEA_03016	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, fragilis, xylanisolvens
KFKNDGEA_03017	singlespecies	Bacteroides_faecis	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis
KFKNDGEA_03018	singlespecies	Bacteroides_faecis	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis
KFKNDGEA_03019	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Phocaeicola	faecis, fragilis, ovatus, massiliensis
KFKNDGEA_03024	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Phocaeicola	faecis, fragilis, sp., thetaiotaomicron, xylanisolvens, massiliensis
KFKNDGEA_03025	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, cellulosilyticus, faecis, fragilis, ovatus, sp., xylanisolvens
KFKNDGEA_03026	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_03027	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, fragilis, sp., thetaiotaomicron
KFKNDGEA_03028	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, faecis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_03029	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, fragilis, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_03031	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, cellulosilyticus, faecis, ovatus, sp., xylanisolvens
KFKNDGEA_03033	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, faecis, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_03034	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	faecis, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_03038	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Tannerella	acidifaciens, faecis, ovatus, sp., thetaiotaomicron, xylanisolvens
KFKNDGEA_03039	singlespecies	Bacteroides_thetaiotaomicron	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	thetaiotaomicron
KFKNDGEA_03040	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Tannerella	ovatus, sp.
KFKNDGEA_03041	multigenus	Bacteroidales	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides, Tannerella	ovatus, sp., thetaiotaomicron
KFKNDGEA_03042	singlespecies	Bacteroides_ovatus	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	ovatus, sp.
KFKNDGEA_03043	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, ovatus, sp., thetaiotaomicron
KFKNDGEA_03044	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
KFKNDGEA_03045	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	sp., xylanisolvens, distasonis
KFKNDGEA_03046	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03047	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
KFKNDGEA_03048	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
KFKNDGEA_03049	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
KFKNDGEA_03050	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
KFKNDGEA_03051	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03052	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03053	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03054	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
KFKNDGEA_03055	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
KFKNDGEA_03056	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
KFKNDGEA_03057	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03058	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03059	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03060	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03061	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03062	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03063	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03064	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
KFKNDGEA_03065	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03066	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03067	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03068	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03069	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	ovatus, sp., xylanisolvens
KFKNDGEA_03070	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	fragilis, ovatus, sp., xylanisolvens
KFKNDGEA_03071	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	fragilis, ovatus, sp., xylanisolvens
KFKNDGEA_03072	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
KFKNDGEA_03073	multiphyla	Bacteria	Bacteroidetes, Firmicutes	Bacteroidales, Oscillospirales	Bacteroides, Pseudoflavonifractor	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
KFKNDGEA_03074	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	fragilis, ovatus, sp., xylanisolvens, coli
KFKNDGEA_03075	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
